airport1,airport2,Oneworld,StarAlliance,Skyteam
ITM,NGS,2.0,2.0,0.0
ITM,NRT,4.0,2.0,0.0
ITM,OIT,2.0,2.0,0.0
ITM,OKA,2.0,2.0,0.0
ITM,SDJ,2.0,2.0,0.0
IVL,KTT,1.0,0.0,1.0
JAX,MIA,2.0,0.0,0.0
JAX,ORD,2.0,2.0,0.0
JAX,PHL,2.0,0.0,0.0
JED,KUL,2.0,0.0,2.0
JED,LHR,2.0,0.0,2.0
JER,LGW,2.0,0.0,0.0
JFK,LAS,4.0,0.0,2.0
JFK,LAX,4.0,2.0,2.0
JFK,LCY,4.0,0.0,0.0
JFK,LHR,10.0,2.0,6.0
JFK,LIM,4.0,0.0,0.0
JFK,MAD,8.0,0.0,8.0
JFK,MAN,8.0,0.0,0.0
JFK,MCO,2.0,0.0,2.0
JFK,MIA,2.0,0.0,2.0
JFK,MSY,4.0,2.0,8.0
JFK,MXP,10.0,0.0,4.0
JFK,NRT,4.0,4.0,2.0
JFK,ORD,4.0,0.0,2.0
JFK,ORF,2.0,0.0,2.0
JFK,ORY,6.0,0.0,0.0
JFK,PAP,2.0,0.0,4.0
JFK,PHX,2.0,0.0,2.0
JFK,PIT,2.0,0.0,2.0
JFK,RDU,2.0,0.0,2.0
JFK,SAN,4.0,0.0,2.0
JFK,SCL,2.0,0.0,0.0
JFK,SEA,2.0,0.0,2.0
JFK,SFO,2.0,2.0,2.0
JFK,SJO,2.0,0.0,2.0
JFK,SJU,4.0,0.0,2.0
JFK,STT,2.0,0.0,3.0
JFK,SXM,2.0,0.0,2.0
JFK,TPA,2.0,0.0,2.0
JFK,TXL,2.0,0.0,0.0
JFK,YUL,4.0,0.0,4.0
JFK,YVR,2.0,0.0,0.0
JFK,YYC,2.0,0.0,2.0
JFK,YYZ,4.0,2.0,3.0
JFK,ZRH,2.0,4.0,0.0
JHB,KBR,2.0,0.0,0.0
JHB,KUL,2.0,0.0,0.0
JHB,SZB,2.0,0.0,0.0
JHG,KMG,2.0,2.0,2.0
JJN,KWE,4.0,0.0,0.0
JJN,MFM,4.0,0.0,0.0
JJN,NKG,4.0,0.0,0.0
JJN,PEK,4.0,0.0,0.0
JJN,SHA,4.0,0.0,0.0
JJN,SZX,4.0,4.0,0.0
JJN,TPE,2.0,0.0,0.0
JJN,WUH,4.0,0.0,0.0
JMK,LHR,2.0,0.0,0.0
JMU,PVG,2.0,0.0,0.0
JNB,LHR,4.0,2.0,0.0
JNB,LVI,2.0,2.0,0.0
JNB,MPM,2.0,2.0,0.0
JNB,MRU,2.0,2.0,0.0
JNB,PER,2.0,2.0,0.0
JNB,PLZ,2.0,2.0,0.0
JNB,SYD,2.0,2.0,0.0
JNB,VFA,2.0,2.0,0.0
JNB,WDH,2.0,4.0,2.0
JNU,KTN,2.0,0.0,1.0
JTR,LHR,2.0,0.0,0.0
JUH,XMN,4.0,0.0,0.0
JXA,SHE,2.0,0.0,0.0
JYV,KEM,1.0,0.0,0.0
KBP,KGD,2.0,0.0,0.0
KBP,LED,2.0,0.0,2.0
KBP,LHR,2.0,0.0,0.0
KBP,MAD,2.0,0.0,0.0
KBP,OVB,1.0,0.0,0.0
KBP,ROV,2.0,0.0,0.0
KBP,SVX,2.0,0.0,0.0
KBR,KUL,2.0,0.0,0.0
KBR,PEN,2.0,0.0,0.0
KBR,SZB,2.0,0.0,0.0
KBV,KUL,2.0,0.0,0.0
KCA,URC,2.0,0.0,0.0
KCH,KUL,2.0,0.0,2.0
KCH,MKM,2.0,0.0,0.0
KCH,MYY,2.0,0.0,2.0
KCH,MZV,2.0,0.0,0.0
KCH,PNK,2.0,0.0,0.0
KCH,SBW,2.0,0.0,0.0
KCH,SIN,2.0,2.0,0.0
KCH,TGC,2.0,0.0,0.0
KGD,TXL,2.0,0.0,0.0
KGI,PER,2.0,2.0,0.0
KHG,URC,2.0,4.0,2.0
KHH,NRT,4.0,4.0,2.0
KHH,WUH,2.0,0.0,2.0
KHH,XMN,2.0,0.0,0.0
KHN,KMG,4.0,0.0,2.0
KHN,LYA,2.0,0.0,0.0
KHN,NKG,2.0,0.0,2.0
KHN,NNG,2.0,0.0,2.0
KHN,SZX,4.0,4.0,2.0
KHN,TYN,2.0,0.0,0.0
KHN,XIY,4.0,0.0,2.0
KHN,XMN,4.0,0.0,0.0
KHN,ZUH,2.0,2.0,0.0
KHV,NRT,4.0,0.0,0.0
KHV,OVB,2.0,0.0,2.0
KHV,PEK,2.0,0.0,2.0
KHV,PKC,2.0,0.0,2.0
KHV,UUS,2.0,0.0,2.0
KIJ,PVG,2.0,0.0,2.0
KIN,LGW,4.0,0.0,0.0
KIN,MIA,2.0,0.0,0.0
KIX,KUL,4.0,0.0,0.0
KIX,NKG,2.0,0.0,2.0
KIX,OOL,4.0,0.0,0.0
KIX,PUS,2.0,2.0,2.0
KIX,PVG,2.0,4.0,2.0
KIX,SGN,2.0,0.0,2.0
KIX,SHE,4.0,0.0,0.0
KIX,TAO,2.0,4.0,2.0
KIX,TPE,4.0,4.0,2.0
KIX,YNT,2.0,0.0,2.0
KJA,PEK,2.0,0.0,0.0
KMG,KUL,2.0,0.0,0.0
KMG,KWE,4.0,2.0,0.0
KMG,KWL,2.0,0.0,2.0
KMG,LHW,2.0,0.0,2.0
KMG,LJG,2.0,2.0,3.0
KMG,LNJ,2.0,0.0,2.0
KMG,NKG,2.0,4.0,2.0
KMG,NNG,2.0,2.0,2.0
KMG,PEK,2.0,4.0,2.0
KMG,PVG,2.0,4.0,2.0
KMG,SHA,2.0,0.0,2.0
KMG,SYM,2.0,0.0,2.0
KMG,SYX,2.0,0.0,2.0
KMG,SZX,2.0,4.0,2.0
KMG,TAO,2.0,0.0,2.0
KMG,WNH,2.0,0.0,2.0
KMG,WUH,4.0,4.0,2.0
KMG,XIY,2.0,2.0,2.0
KMG,XMN,4.0,4.0,2.0
KMG,YIW,2.0,0.0,0.0
KMG,ZAT,2.0,0.0,2.0
KMG,ZUH,2.0,0.0,0.0
KMQ,PVG,2.0,0.0,2.0
KNX,PER,2.0,2.0,0.0
KOA,LAX,2.0,2.0,3.0
KOA,OAK,2.0,0.0,0.0
KOA,PHX,2.0,0.0,0.0
KOA,SJC,2.0,0.0,0.0
KOJ,PVG,2.0,0.0,2.0
KOW,PEK,2.0,4.0,0.0
KOW,SZX,2.0,0.0,0.0
KRL,URC,2.0,0.0,2.0
KRY,URC,2.0,0.0,0.0
KTA,MEL,2.0,0.0,0.0
KTA,PER,2.0,0.0,0.0
KTA,PHE,1.0,0.0,0.0
KTA,SYD,2.0,0.0,0.0
KTE,SZB,2.0,0.0,0.0
KTM,KUL,2.0,0.0,0.0
KTN,SEA,2.0,0.0,2.0
KUA,KUL,2.0,0.0,0.0
KUA,PEN,2.0,0.0,0.0
KUA,SIN,2.0,0.0,0.0
KUD,SDK,2.0,0.0,0.0
KUL,LBU,2.0,0.0,0.0
KUL,LGK,4.0,0.0,0.0
KUL,LHR,4.0,0.0,0.0
KUL,MAA,2.0,0.0,0.0
KUL,MCT,2.0,0.0,0.0
KUL,MEL,4.0,0.0,0.0
KUL,MLE,2.0,0.0,0.0
KUL,MNL,2.0,0.0,0.0
KUL,MRU,2.0,0.0,0.0
KUL,MYY,2.0,0.0,0.0
KUL,NRT,6.0,0.0,0.0
KUL,PEK,2.0,0.0,0.0
KUL,PEN,4.0,0.0,0.0
KUL,PER,2.0,0.0,0.0
KUL,PNH,2.0,0.0,0.0
KUL,PVG,4.0,0.0,2.0
KUL,REP,2.0,0.0,0.0
KUL,RGN,2.0,0.0,0.0
KUL,SBW,2.0,0.0,0.0
KUL,SDK,2.0,0.0,0.0
KUL,SGN,2.0,0.0,2.0
KUL,SIN,4.0,4.0,0.0
KUL,SYD,2.0,0.0,0.0
KUL,TAS,2.0,0.0,0.0
KUL,TGG,2.0,0.0,0.0
KUL,TPE,2.0,2.0,2.0
KUL,TWU,2.0,0.0,0.0
KUL,USM,2.0,0.0,0.0
KUL,XMN,6.0,0.0,0.0
KWE,LJG,2.0,0.0,0.0
KWE,NKG,2.0,4.0,0.0
KWE,NNG,2.0,0.0,0.0
KWE,PEK,2.0,4.0,0.0
KWE,PVG,2.0,4.0,2.0
KWE,SHA,2.0,2.0,2.0
KWE,SWA,2.0,0.0,0.0
KWE,SZX,2.0,4.0,0.0
KWE,TAO,2.0,0.0,0.0
KWE,TPE,2.0,0.0,0.0
KWE,URC,2.0,0.0,0.0
KWE,WUH,2.0,2.0,0.0
KWE,XIY,2.0,4.0,2.0
KWE,XMN,2.0,2.0,0.0
KWE,XNN,2.0,0.0,0.0
KWE,ZUH,2.0,2.0,0.0
KWI,LHR,4.0,0.0,0.0
KWL,NGB,2.0,2.0,0.0
KWL,NKG,2.0,4.0,0.0
KWL,NNG,2.0,0.0,2.0
KWL,PEK,2.0,4.0,0.0
KWL,PVG,2.0,4.0,2.0
KWL,SHE,2.0,0.0,0.0
KWL,SWA,2.0,0.0,0.0
KWL,SZX,2.0,4.0,0.0
KWL,TNA,2.0,0.0,0.0
KWL,TPE,2.0,2.0,0.0
KWL,WNZ,2.0,0.0,0.0
KWL,WUH,2.0,0.0,0.0
KWL,XIY,2.0,3.0,2.0
KWL,XMN,4.0,2.0,0.0
LAD,LHR,3.0,0.0,0.0
LAD,MAD,2.0,0.0,0.0
LAS,LAX,2.0,2.0,2.0
LAS,LGW,6.0,0.0,2.0
LAS,LHR,8.0,0.0,0.0
LAS,MIA,2.0,0.0,0.0
LAS,ORD,2.0,2.0,0.0
LAS,PHL,2.0,0.0,0.0
LAS,PHX,2.0,0.0,0.0
LAS,YEG,2.0,0.0,0.0
LAS,YVR,2.0,2.0,2.0
LAS,YYC,2.0,2.0,2.0
LAS,YYZ,2.0,2.0,2.0
LAX,LHR,8.0,6.0,2.0
LAX,LIH,2.0,2.0,2.0
LAX,LIM,6.0,0.0,2.0
LAX,MAD,8.0,0.0,0.0
LAX,MCO,2.0,2.0,2.0
LAX,MEL,4.0,0.0,2.0
LAX,MEX,2.0,4.0,4.0
LAX,MFR,2.0,0.0,0.0
LAX,MIA,2.0,0.0,2.0
LAX,MMH,2.0,0.0,0.0
LAX,MRY,2.0,2.0,0.0
LAX,NAN,4.0,2.0,0.0
LAX,NRT,5.0,8.0,2.0
LAX,OGG,2.0,2.0,5.0
LAX,OKC,2.0,2.0,0.0
LAX,ORD,2.0,3.0,0.0
LAX,PBI,2.0,0.0,0.0
LAX,PDX,2.0,2.0,2.0
LAX,PHL,2.0,0.0,0.0
LAX,PHX,2.0,2.0,2.0
LAX,PIT,2.0,2.0,0.0
LAX,PPT,4.0,2.0,4.0
LAX,PVG,2.0,4.0,4.0
LAX,RDM,2.0,0.0,0.0
LAX,RDU,2.0,0.0,2.0
LAX,RNO,2.0,2.0,0.0
LAX,SAF,2.0,0.0,0.0
LAX,SAN,2.0,2.0,2.0
LAX,SEA,2.0,2.0,2.0
LAX,SFO,2.0,2.0,2.0
LAX,SJC,2.0,3.0,2.0
LAX,SJD,2.0,2.0,2.0
LAX,SLC,2.0,2.0,3.0
LAX,SMF,2.0,2.0,2.0
LAX,STL,2.0,0.0,0.0
LAX,STS,2.0,0.0,0.0
LAX,SYD,4.0,4.0,2.0
LAX,TUS,2.0,2.0,0.0
LAX,XNA,2.0,0.0,0.0
LAX,YEG,2.0,0.0,2.0
LAX,YVR,2.0,4.0,0.0
LAX,YYC,2.0,2.0,2.0
LAX,YYZ,2.0,4.0,0.0
LBA,LHR,6.0,0.0,0.0
LBD,OVB,2.0,0.0,0.0
LBD,URC,2.0,0.0,0.0
LBP,MUR,2.0,0.0,0.0
LBU,MYY,2.0,0.0,0.0
LCA,LGW,2.0,0.0,0.0
LCA,LHR,4.0,0.0,0.0
LCG,LHR,2.0,0.0,0.0
LCG,MAD,2.0,0.0,4.0
LCG,SVQ,2.0,0.0,0.0
LCY,MAD,4.0,0.0,0.0
LCY,MAH,2.0,0.0,0.0
LCY,NCE,2.0,0.0,0.0
LCY,PMI,4.0,0.0,0.0
LCY,RTM,2.0,0.0,4.0
LCY,VCE,2.0,0.0,0.0
LCY,ZRH,2.0,2.0,0.0
LDE,MAD,2.0,0.0,0.0
LDH,PQQ,2.0,0.0,0.0
LDH,SYD,2.0,0.0,0.0
LEA,PER,2.0,2.0,0.0
LED,LHR,2.0,0.0,0.0
LED,MSQ,2.0,0.0,0.0
LED,OVB,2.0,0.0,2.0
LED,PEK,2.0,0.0,0.0
LED,SKG,2.0,2.0,0.0
LEI,MAD,2.0,0.0,2.0
LEI,MLN,2.0,0.0,0.0
LEX,ORD,2.0,2.0,0.0
LGA,LIT,2.0,0.0,0.0
LGA,MIA,2.0,0.0,2.0
LGA,ORD,2.0,2.0,2.0
LGA,ORF,2.0,0.0,2.0
LGA,PBI,2.0,0.0,2.0
LGA,PHL,2.0,0.0,0.0
LGA,PIT,2.0,0.0,2.0
LGA,RDU,2.0,0.0,2.0
LGA,RIC,2.0,0.0,2.0
LGA,ROA,2.0,0.0,0.0
LGA,SDF,2.0,0.0,2.0
LGA,STL,2.0,0.0,2.0
LGA,TYS,2.0,0.0,2.0
LGA,XNA,2.0,0.0,0.0
LGA,YUL,2.0,4.0,2.0
LGA,YYZ,2.0,4.0,2.0
LGB,PDX,2.0,0.0,0.0
LGB,PHX,2.0,0.0,0.0
LGB,SEA,2.0,0.0,0.0
LGK,PEN,2.0,0.0,0.0
LGK,SIN,2.0,2.0,0.0
LGK,SZB,2.0,0.0,0.0
LGL,MUR,2.0,0.0,0.0
LGL,MYY,2.0,0.0,0.0
LGW,MCO,8.0,0.0,2.0
LGW,MLA,2.0,0.0,0.0
LGW,MLE,2.0,0.0,0.0
LGW,MRU,2.0,0.0,0.0
LGW,NAP,2.0,0.0,0.0
LGW,NCE,2.0,0.0,0.0
LGW,NQY,2.0,0.0,0.0
LGW,OLB,2.0,0.0,0.0
LGW,PFO,2.0,0.0,0.0
LGW,PSA,2.0,0.0,0.0
LGW,RAK,2.0,0.0,0.0
LGW,SKG,2.0,0.0,0.0
LGW,SZG,2.0,0.0,0.0
LGW,TFS,4.0,0.0,0.0
LGW,TIA,2.0,0.0,0.0
LGW,TPA,8.0,0.0,0.0
LGW,TRN,2.0,0.0,0.0
LGW,UVF,4.0,0.0,0.0
LGW,VCE,2.0,0.0,0.0
LGW,VRN,2.0,0.0,0.0
LHR,LIN,4.0,0.0,2.0
LHR,LIS,6.0,4.0,0.0
LHR,LOS,2.0,0.0,0.0
LHR,LUX,4.0,0.0,0.0
LHR,LYS,4.0,0.0,0.0
LHR,MAA,4.0,0.0,0.0
LHR,MAD,4.0,0.0,0.0
LHR,MAN,6.0,0.0,0.0
LHR,MEX,3.0,0.0,2.0
LHR,MIA,9.0,0.0,2.0
LHR,MRS,4.0,0.0,0.0
LHR,MUC,4.0,2.0,0.0
LHR,MXP,4.0,0.0,0.0
LHR,NAS,2.0,0.0,0.0
LHR,NBO,4.0,0.0,2.0
LHR,NCE,4.0,0.0,0.0
LHR,NCL,6.0,0.0,0.0
LHR,NRT,4.0,2.0,0.0
LHR,OPO,2.0,0.0,0.0
LHR,ORD,8.0,4.0,2.0
LHR,ORY,4.0,0.0,0.0
LHR,OSL,6.0,2.0,0.0
LHR,OTP,4.0,0.0,2.0
LHR,PEK,2.0,2.0,0.0
LHR,PHL,8.0,0.0,0.0
LHR,PHX,8.0,0.0,0.0
LHR,PMI,4.0,0.0,0.0
LHR,PRG,4.0,0.0,0.0
LHR,PSA,4.0,0.0,0.0
LHR,PVG,2.0,2.0,2.0
LHR,RDU,10.0,0.0,0.0
LHR,RTM,4.0,0.0,0.0
LHR,RUH,3.0,0.0,2.0
LHR,SAN,8.0,0.0,0.0
LHR,SEA,8.0,0.0,6.0
LHR,SFO,8.0,6.0,2.0
LHR,SIN,4.0,2.0,0.0
LHR,SOF,4.0,0.0,0.0
LHR,STR,4.0,0.0,0.0
LHR,SVG,4.0,2.0,0.0
LHR,TIP,2.0,0.0,0.0
LHR,TLS,4.0,0.0,0.0
LHR,TLV,2.0,0.0,0.0
LHR,TXL,4.0,0.0,0.0
LHR,VCE,4.0,0.0,0.0
LHR,VIE,4.0,2.0,0.0
LHR,WAW,6.0,4.0,0.0
LHR,YUL,8.0,4.0,0.0
LHR,YVR,8.0,4.0,0.0
LHR,YYC,8.0,4.0,0.0
LHR,YYZ,8.0,5.0,0.0
LHR,ZAG,4.0,2.0,0.0
LHR,ZRH,4.0,2.0,0.0
LHW,SHE,2.0,0.0,0.0
LHW,TNA,2.0,2.0,2.0
LHW,URC,2.0,2.0,3.0
LHW,WUH,4.0,0.0,2.0
LIH,OAK,2.0,0.0,0.0
LIH,PHX,2.0,0.0,0.0
LIH,SJC,2.0,0.0,0.0
LIM,MAD,2.0,0.0,2.0
LIM,MIA,2.0,4.0,0.0
LIM,SCL,6.0,2.0,2.0
LIN,MAD,2.0,0.0,0.0
LIR,MIA,2.0,0.0,0.0
LIR,SJO,1.0,0.0,0.0
LIS,MAD,2.0,2.0,2.0
LIS,ORY,2.0,2.0,0.0
LIS,PHL,2.0,2.0,0.0
LIS,ZRH,2.0,5.0,0.0
LIT,ORD,2.0,2.0,0.0
LKH,MUR,2.0,0.0,0.0
LKH,MYY,2.0,0.0,0.0
LMN,MYY,2.0,0.0,0.0
LOS,MAD,2.0,0.0,0.0
LPA,MAD,3.0,0.0,6.0
LPA,NKC,2.0,0.0,0.0
LPA,ORY,2.0,0.0,0.0
LPA,SCQ,2.0,0.0,2.0
LPA,SVQ,2.0,0.0,2.0
LPA,VLC,2.0,0.0,0.0
LPB,VVI,1.0,0.0,0.0
LRM,MIA,2.0,0.0,0.0
LSE,ORD,2.0,0.0,0.0
LST,MEL,2.0,0.0,0.0
LUN,NBO,2.0,0.0,6.0
LWY,MYY,2.0,0.0,0.0
LXA,XIY,2.0,0.0,2.0
LYG,XUZ,2.0,0.0,0.0
LYS,MAD,2.0,0.0,0.0
LYS,PMI,2.0,0.0,0.0
LYS,SVQ,2.0,0.0,0.0
LZO,SZX,2.0,0.0,0.0
MAD,MAH,2.0,0.0,0.0
MAD,MEX,2.0,0.0,6.0
MAD,MIA,8.0,0.0,0.0
MAD,MJV,2.0,0.0,0.0
MAD,MLN,2.0,0.0,0.0
MAD,MRS,2.0,0.0,0.0
MAD,MUC,2.0,3.0,2.0
MAD,MXP,2.0,0.0,2.0
MAD,NCE,2.0,0.0,0.0
MAD,NTE,2.0,0.0,0.0
MAD,OPO,2.0,4.0,0.0
MAD,ORD,8.0,0.0,0.0
MAD,ORN,2.0,0.0,0.0
MAD,ORY,2.0,0.0,4.0
MAD,OVD,2.0,0.0,2.0
MAD,PEK,2.0,2.0,0.0
MAD,PHL,2.0,0.0,0.0
MAD,PMI,2.0,0.0,4.0
MAD,PNA,3.0,0.0,0.0
MAD,PRG,2.0,0.0,4.0
MAD,PTY,2.0,0.0,0.0
MAD,RAK,2.0,0.0,0.0
MAD,RJL,2.0,0.0,0.0
MAD,SCL,2.0,0.0,0.0
MAD,SCQ,2.0,0.0,0.0
MAD,SDR,2.0,0.0,0.0
MAD,SJO,2.0,0.0,0.0
MAD,SOF,2.0,0.0,0.0
MAD,SPC,2.0,0.0,0.0
MAD,SSG,2.0,0.0,0.0
MAD,SVQ,2.0,0.0,0.0
MAD,SXB,2.0,0.0,0.0
MAD,TFN,2.0,0.0,6.0
MAD,TFS,2.0,0.0,0.0
MAD,TLS,2.0,0.0,0.0
MAD,TLV,2.0,0.0,0.0
MAD,TNG,2.0,0.0,0.0
MAD,TRN,2.0,0.0,0.0
MAD,TXL,2.0,0.0,0.0
MAD,UIO,2.0,0.0,0.0
MAD,VCE,2.0,0.0,0.0
MAD,VGO,4.0,0.0,4.0
MAD,VIE,2.0,0.0,0.0
MAD,VLC,4.0,0.0,2.0
MAD,XRY,2.0,0.0,0.0
MAD,ZRH,2.0,2.0,0.0
MAH,PMI,2.0,0.0,0.0
MAH,VLC,2.0,0.0,0.0
MAN,ORD,8.0,0.0,0.0
MAN,PHL,2.0,0.0,0.0
MAO,MIA,4.0,0.0,0.0
MAO,STM,2.0,0.0,2.0
MAR,MIA,2.0,0.0,0.0
MBJ,MIA,2.0,0.0,0.0
MBJ,ORD,2.0,0.0,0.0
MBJ,PHL,2.0,0.0,0.0
MCI,ORD,2.0,2.0,0.0
MCI,PHL,2.0,0.0,0.0
MCI,PHX,2.0,0.0,0.0
MCI,SEA,2.0,0.0,0.0
MCO,MIA,2.0,0.0,0.0
MCO,ORD,2.0,2.0,0.0
MCO,PHL,2.0,0.0,0.0
MCO,PHX,2.0,0.0,0.0
MCO,SAN,2.0,0.0,0.0
MCO,SEA,2.0,0.0,0.0
MCO,YYZ,2.0,2.0,2.0
MCT,ZRH,2.0,0.0,0.0
MDE,MIA,2.0,4.0,0.0
MDG,PVG,2.0,0.0,0.0
MDT,ORD,2.0,2.0,0.0
MDT,PHL,2.0,0.0,0.0
MEL,MQL,2.0,0.0,0.0
MEL,NAN,2.0,0.0,0.0
MEL,PER,4.0,0.0,0.0
MEL,PHE,2.0,0.0,0.0
MEL,PVG,2.0,4.0,2.0
MEL,SGN,2.0,0.0,2.0
MEL,SIN,2.0,4.0,2.0
MEL,SYD,4.0,4.0,0.0
MEL,WLG,2.0,2.0,2.0
MEM,MIA,2.0,0.0,0.0
MEM,ORD,2.0,2.0,2.0
MEX,MIA,5.0,0.0,6.0
MEX,ORD,2.0,2.0,4.0
MEX,PHX,2.0,0.0,0.0
MFM,XMN,4.0,2.0,0.0
MGA,MIA,2.0,0.0,0.0
MGA,SJO,1.0,2.0,0.0
MHH,MIA,2.0,0.0,0.0
MHK,ORD,2.0,0.0,0.0
MHT,PHL,2.0,0.0,0.0
MIA,MSP,2.0,0.0,2.0
MIA,MSY,6.0,0.0,0.0
MIA,MVD,2.0,0.0,0.0
MIA,MXP,8.0,0.0,0.0
MIA,NAS,2.0,0.0,0.0
MIA,ORD,2.0,2.0,0.0
MIA,ORF,2.0,0.0,0.0
MIA,PAP,2.0,0.0,4.0
MIA,PHL,2.0,0.0,0.0
MIA,PHX,2.0,0.0,0.0
MIA,PIT,2.0,0.0,0.0
MIA,PLS,2.0,0.0,0.0
MIA,PNS,2.0,0.0,0.0
MIA,POP,2.0,0.0,0.0
MIA,POS,2.0,0.0,0.0
MIA,PTP,2.0,0.0,0.0
MIA,PTY,3.0,4.0,0.0
MIA,PUJ,4.0,0.0,0.0
MIA,RDU,2.0,0.0,0.0
MIA,REC,4.0,0.0,0.0
MIA,RIC,2.0,0.0,0.0
MIA,RTB,2.0,0.0,0.0
MIA,SAL,2.0,4.0,0.0
MIA,SAN,2.0,0.0,0.0
MIA,SAP,2.0,4.0,0.0
MIA,SCL,2.0,0.0,0.0
MIA,SDF,2.0,0.0,0.0
MIA,SDQ,2.0,0.0,2.0
MIA,SEA,2.0,0.0,0.0
MIA,SFO,2.0,0.0,0.0
MIA,SJO,3.0,0.0,0.0
MIA,SJU,2.0,0.0,0.0
MIA,SKB,2.0,0.0,0.0
MIA,SSA,4.0,0.0,0.0
MIA,STI,2.0,0.0,0.0
MIA,STL,2.0,0.0,0.0
MIA,STT,4.0,0.0,0.0
MIA,STX,2.0,0.0,0.0
MIA,SXM,2.0,0.0,0.0
MIA,TGU,2.0,0.0,0.0
MIA,TLH,2.0,0.0,0.0
MIA,TPA,2.0,0.0,0.0
MIA,TUL,2.0,0.0,0.0
MIA,TXL,2.0,0.0,0.0
MIA,UIO,2.0,0.0,0.0
MIA,UVF,2.0,0.0,0.0
MIA,YUL,2.0,0.0,0.0
MIA,YYZ,2.0,2.0,0.0
MKE,ORD,2.0,2.0,0.0
MKE,PHL,2.0,0.0,0.0
MKE,PHX,2.0,0.0,0.0
MKM,MYY,2.0,0.0,0.0
MKY,ROK,2.0,0.0,0.0
MKY,TSV,2.0,0.0,0.0
MLI,ORD,2.0,2.0,0.0
MNL,NRT,2.0,2.0,2.0
MNL,SYD,2.0,0.0,0.0
MNL,XMN,2.0,0.0,0.0
MOV,TSV,2.0,0.0,0.0
MQT,ORD,2.0,0.0,0.0
MRS,PMI,2.0,0.0,0.0
MRY,PHX,2.0,0.0,0.0
MRZ,SYD,2.0,0.0,0.0
MSN,ORD,2.0,2.0,0.0
MSP,ORD,2.0,2.0,2.0
MSP,PHL,2.0,0.0,2.0
MSP,PHX,2.0,0.0,2.0
MSY,ORD,9.0,6.0,0.0
MSY,PHL,2.0,0.0,0.0
MUC,OVB,2.0,0.0,0.0
MUC,PHL,2.0,0.0,0.0
MUC,VIE,2.0,4.0,0.0
MUR,MYY,2.0,0.0,0.0
MUR,ODN,2.0,0.0,0.0
MXP,VIE,2.0,2.0,0.0
MXZ,SZX,2.0,0.0,0.0
MXZ,ZUH,2.0,0.0,0.0
MYJ,PVG,2.0,0.0,2.0
MYR,PHL,2.0,0.0,0.0
MYY,MZV,2.0,0.0,0.0
MYY,ODN,2.0,0.0,0.0
MYY,SBW,2.0,0.0,0.0
MZT,PHX,2.0,0.0,0.0
NAN,SYD,2.0,0.0,0.0
NAO,PEK,2.0,0.0,0.0
NAO,SZX,2.0,0.0,0.0
NAS,PHL,2.0,0.0,0.0
NAS,PLS,2.0,0.0,0.0
NBS,PEK,2.0,0.0,0.0
NBS,SHE,2.0,0.0,2.0
NDG,PVG,2.0,0.0,0.0
NGB,PEK,2.0,4.0,2.0
NGB,SWA,2.0,0.0,0.0
NGB,SZX,2.0,0.0,2.0
NGB,TAO,2.0,2.0,2.0
NGB,WUH,2.0,0.0,2.0
NGB,XMN,4.0,0.0,2.0
NGO,NRT,4.0,2.0,0.0
NGO,PUS,2.0,0.0,2.0
NGO,PVG,4.0,4.0,2.0
NGO,SHE,2.0,0.0,0.0
NGO,TAO,2.0,0.0,2.0
NGO,TPE,4.0,0.0,2.0
NGO,TSN,2.0,0.0,2.0
NGS,PVG,2.0,0.0,2.0
NKG,NRT,2.0,0.0,2.0
NKG,PEK,2.0,4.0,2.0
NKG,SHE,4.0,4.0,0.0
NKG,SWA,2.0,0.0,0.0
NKG,SYD,2.0,0.0,2.0
NKG,SZX,2.0,4.0,2.0
NKG,URC,2.0,0.0,0.0
NKG,XIY,4.0,4.0,2.0
NKG,XMN,4.0,4.0,3.0
NLT,URC,2.0,0.0,0.0
NNG,PEK,2.0,4.0,0.0
NNG,PVG,2.0,0.0,2.0
NNG,SHA,2.0,0.0,2.0
NNG,SWA,2.0,0.0,0.0
NNG,SZX,4.0,4.0,0.0
NNG,TPE,2.0,2.0,0.0
NNG,WUH,2.0,4.0,2.0
NNG,XMN,4.0,4.0,0.0
NNY,SHA,2.0,0.0,0.0
NNY,SZX,2.0,0.0,0.0
NOU,SYD,2.0,0.0,0.0
NRT,OKA,2.0,2.0,0.0
NRT,OOL,4.0,0.0,0.0
NRT,ORD,6.0,4.0,0.0
NRT,PEK,4.0,4.0,2.0
NRT,PPT,2.0,0.0,0.0
NRT,PUS,4.0,2.0,2.0
NRT,PVG,2.0,4.0,4.0
NRT,ROR,2.0,0.0,3.0
NRT,SAN,5.0,0.0,0.0
NRT,SGN,4.0,2.0,2.0
NRT,SHE,4.0,4.0,0.0
NRT,SIN,4.0,8.0,2.0
NRT,SYD,4.0,0.0,0.0
NRT,TPE,6.0,4.0,4.0
NRT,VVO,4.0,0.0,0.0
NRT,YVR,4.0,4.0,0.0
NSK,OVB,2.0,0.0,0.0
NTE,SVQ,2.0,0.0,0.0
OAK,OGG,2.0,0.0,0.0
OAK,PDX,2.0,0.0,0.0
OAK,PHX,2.0,0.0,0.0
OAK,SEA,2.0,0.0,0.0
OGG,PHX,2.0,0.0,0.0
OGG,SJC,2.0,0.0,0.0
OGG,SMF,2.0,0.0,1.0
OKA,PVG,2.0,0.0,2.0
