airport1,airport2,Oneworld,StarAlliance,Skyteam
CTS,OKA,0.0,2.0,0.0
CTS,OKJ,0.0,2.0,0.0
CTS,PEK,0.0,4.0,0.0
CTS,SHB,0.0,2.0,0.0
CTS,TOY,0.0,2.0,0.0
CTS,TPE,0.0,4.0,2.0
CTS,UKB,0.0,2.0,0.0
CTS,WKJ,0.0,2.0,0.0
CTU,CZX,0.0,4.0,2.0
CTU,DCY,0.0,4.0,2.0
CTU,FRA,0.0,4.0,0.0
CTU,HET,0.0,4.0,0.0
CTU,HFE,0.0,5.0,2.0
CTU,HRB,0.0,4.0,0.0
CTU,ICN,0.0,4.0,0.0
CTU,INC,0.0,4.0,0.0
CTU,JDZ,0.0,2.0,0.0
CTU,JJN,0.0,2.0,0.0
CTU,JZH,0.0,4.0,2.0
CTU,KHG,0.0,4.0,0.0
CTU,KHI,0.0,2.0,0.0
CTU,KHN,0.0,4.0,2.0
CTU,KRL,0.0,4.0,0.0
CTU,KTM,0.0,2.0,0.0
CTU,LHW,0.0,4.0,2.0
CTU,LJG,0.0,4.0,0.0
CTU,LXA,0.0,4.0,2.0
CTU,LZY,0.0,4.0,0.0
CTU,MFM,0.0,2.0,0.0
CTU,NGB,0.0,4.0,2.0
CTU,NKG,0.0,4.0,2.0
CTU,NNG,0.0,4.0,0.0
CTU,NRT,0.0,4.0,0.0
CTU,PVG,0.0,6.0,2.0
CTU,PZI,0.0,4.0,0.0
CTU,SHA,0.0,4.0,2.0
CTU,SHE,0.0,4.0,0.0
CTU,SIN,0.0,4.0,0.0
CTU,SYX,0.0,4.0,0.0
CTU,TAO,0.0,5.0,2.0
CTU,TPE,0.0,4.0,2.0
CTU,TSN,0.0,4.0,0.0
CTU,UYN,0.0,4.0,0.0
CTU,WNZ,0.0,4.0,0.0
CTU,WUX,0.0,4.0,2.0
CTU,XIC,0.0,4.0,0.0
CTU,XNN,0.0,4.0,2.0
CTU,YCU,0.0,4.0,0.0
CTU,YIN,0.0,4.0,0.0
CTU,YIW,0.0,4.0,0.0
CTU,ZHA,0.0,4.0,0.0
CTU,ZUH,0.0,4.0,0.0
CUC,MDE,0.0,2.0,0.0
CUC,PTY,0.0,2.0,0.0
CUN,DEN,0.0,2.0,0.0
CUN,EWR,0.0,2.0,0.0
CUN,IAD,0.0,2.0,0.0
CUN,IAH,0.0,4.0,0.0
CUN,LAX,0.0,2.0,4.0
CUN,PTY,0.0,2.0,2.0
CUN,SAL,0.0,2.0,0.0
CUN,SFO,0.0,2.0,0.0
CUN,YUL,0.0,2.0,0.0
CUN,YYC,0.0,2.0,0.0
CUN,YYZ,0.0,2.0,0.0
CUR,PTY,0.0,2.0,0.0
CUU,IAH,0.0,2.0,0.0
CVG,DEN,0.0,2.0,2.0
CVG,EWR,0.0,2.0,2.0
CVG,IAD,0.0,2.0,0.0
CVG,IAH,0.0,2.0,2.0
CVG,YYZ,0.0,2.0,2.0
CYS,DEN,0.0,2.0,0.0
CYS,WRL,0.0,2.0,0.0
CZM,IAH,0.0,2.0,0.0
CZM,YUL,0.0,2.0,0.0
CZX,HRB,0.0,4.0,0.0
CZX,KMG,0.0,2.0,0.0
CZX,PEK,0.0,4.0,2.0
DAC,DEL,0.0,2.0,0.0
DAC,IST,0.0,2.0,0.0
DAC,SIN,0.0,2.0,0.0
DAD,ICN,0.0,2.0,4.0
DAD,REP,0.0,2.0,2.0
DAD,SIN,0.0,2.0,0.0
DAL,IAH,0.0,2.0,0.0
DAR,HRE,0.0,2.0,0.0
DAR,IST,0.0,2.0,0.0
DAR,JNB,0.0,2.0,0.0
DAR,LLW,0.0,2.0,0.0
DAR,NBO,0.0,6.0,2.0
DAR,ZNZ,0.0,2.0,2.0
DAT,PEK,0.0,4.0,0.0
DAX,KMG,0.0,4.0,0.0
DAX,PEK,0.0,4.0,0.0
DAX,SZX,0.0,4.0,0.0
DAY,DEN,0.0,2.0,0.0
DAY,EWR,0.0,2.0,0.0
DAY,IAD,0.0,2.0,0.0
DBV,DUS,0.0,4.0,0.0
DBV,FCO,0.0,2.0,0.0
DBV,FRA,0.0,4.0,0.0
DBV,MUC,0.0,4.0,0.0
DBV,OSI,0.0,2.0,0.0
DBV,RJK,0.0,1.0,0.0
DBV,TXL,0.0,2.0,0.0
DBV,VCE,0.0,2.0,0.0
DBV,VIE,0.0,4.0,0.0
DBV,ZAG,0.0,2.0,0.0
DBV,ZRH,0.0,4.0,0.0
DCA,DEN,0.0,2.0,0.0
DCA,EWR,0.0,2.0,0.0
DCA,IAH,0.0,2.0,0.0
DCA,SFO,0.0,2.0,0.0
DCA,YOW,0.0,2.0,0.0
DCN,PER,0.0,2.0,0.0
DDC,DEN,0.0,1.0,0.0
DDC,LBL,0.0,2.0,0.0
DDG,PEK,0.0,4.0,0.0
DED,DEL,0.0,2.0,0.0
DED,LKO,0.0,2.0,0.0
DEL,DHM,0.0,2.0,0.0
DEL,DMM,0.0,2.0,2.0
DEL,DXB,0.0,2.0,0.0
DEL,EWR,0.0,2.0,0.0
DEL,FRA,0.0,4.0,0.0
DEL,GAU,0.0,2.0,0.0
DEL,HYD,0.0,2.0,0.0
DEL,ICN,0.0,4.0,0.0
DEL,IDR,0.0,2.0,0.0
DEL,IST,0.0,4.0,0.0
DEL,IXB,0.0,2.0,0.0
DEL,IXC,0.0,2.0,0.0
DEL,IXD,0.0,2.0,0.0
DEL,IXJ,0.0,2.0,0.0
DEL,IXL,0.0,2.0,0.0
DEL,IXR,0.0,2.0,0.0
DEL,IXU,0.0,2.0,0.0
DEL,JAI,0.0,2.0,0.0
DEL,JDH,0.0,2.0,0.0
DEL,JED,0.0,2.0,2.0
DEL,JFK,0.0,2.0,0.0
DEL,JLR,0.0,2.0,0.0
DEL,KBL,0.0,2.0,0.0
DEL,KNU,0.0,2.0,0.0
DEL,KTM,0.0,2.0,0.0
DEL,KUU,0.0,2.0,0.0
DEL,LKO,0.0,2.0,0.0
DEL,LUH,0.0,2.0,0.0
DEL,MAA,0.0,2.0,0.0
DEL,MCT,0.0,2.0,0.0
DEL,MEL,0.0,2.0,0.0
DEL,MRU,0.0,2.0,0.0
DEL,MUC,0.0,4.0,0.0
DEL,NAG,0.0,1.0,0.0
DEL,ORD,0.0,2.0,0.0
DEL,PAT,0.0,2.0,0.0
DEL,PEK,0.0,2.0,0.0
DEL,PNQ,0.0,2.0,0.0
DEL,PVG,0.0,2.0,2.0
DEL,RUH,0.0,2.0,2.0
DEL,SIN,0.0,4.0,2.0
DEL,STV,0.0,2.0,0.0
DEL,SXR,0.0,2.0,0.0
DEL,SYD,0.0,2.0,0.0
DEL,UDR,0.0,2.0,0.0
DEL,VIE,0.0,4.0,0.0
DEL,VNS,0.0,2.0,0.0
DEL,VTZ,0.0,2.0,0.0
DEL,ZRH,0.0,4.0,0.0
DEN,DIK,0.0,2.0,0.0
DEN,DRO,0.0,2.0,0.0
DEN,DSM,0.0,2.0,0.0
DEN,DTW,0.0,2.0,2.0
DEN,EGE,0.0,2.0,0.0
DEN,ELP,0.0,2.0,0.0
DEN,EUG,0.0,2.0,0.0
DEN,EWR,0.0,2.0,0.0
DEN,FAR,0.0,2.0,0.0
DEN,FAT,0.0,2.0,0.0
DEN,FCA,0.0,2.0,0.0
DEN,FLL,0.0,2.0,0.0
DEN,FMN,0.0,2.0,0.0
DEN,FRA,0.0,4.0,0.0
DEN,FSD,0.0,2.0,0.0
DEN,GCC,0.0,2.0,0.0
DEN,GEG,0.0,2.0,0.0
DEN,GJT,0.0,2.0,0.0
DEN,GRR,0.0,2.0,0.0
DEN,GTF,0.0,2.0,0.0
DEN,GUC,0.0,2.0,0.0
DEN,HDN,0.0,2.0,0.0
DEN,HLN,0.0,2.0,0.0
DEN,HNL,0.0,2.0,0.0
DEN,HSV,0.0,2.0,0.0
DEN,IAD,0.0,2.0,0.0
DEN,IAH,0.0,2.0,0.0
DEN,ICT,0.0,2.0,0.0
DEN,IDA,0.0,2.0,0.0
DEN,IND,0.0,2.0,0.0
DEN,ISN,0.0,2.0,0.0
DEN,JAC,0.0,2.0,0.0
DEN,KOA,0.0,2.0,0.0
DEN,LAR,0.0,2.0,0.0
DEN,LAS,0.0,2.0,0.0
DEN,LBB,0.0,2.0,0.0
DEN,LGA,0.0,2.0,2.0
DEN,LIH,0.0,2.0,0.0
DEN,LIT,0.0,2.0,0.0
DEN,LNK,0.0,2.0,0.0
DEN,MAF,0.0,2.0,0.0
DEN,MCI,0.0,2.0,0.0
DEN,MCO,0.0,2.0,0.0
DEN,MEM,0.0,2.0,2.0
DEN,MEX,0.0,2.0,0.0
DEN,MFR,0.0,2.0,0.0
DEN,MKE,0.0,2.0,0.0
DEN,MLI,0.0,2.0,0.0
DEN,MOT,0.0,2.0,0.0
DEN,MRY,0.0,2.0,0.0
DEN,MSN,0.0,2.0,0.0
DEN,MSO,0.0,2.0,0.0
DEN,MSP,0.0,2.0,2.0
DEN,MSY,0.0,4.0,0.0
DEN,MTJ,0.0,2.0,0.0
DEN,NRT,0.0,4.0,0.0
DEN,OGG,0.0,2.0,0.0
DEN,OKC,0.0,2.0,0.0
DEN,OMA,0.0,2.0,0.0
DEN,ONT,0.0,2.0,0.0
DEN,PDX,0.0,2.0,0.0
DEN,PIA,0.0,2.0,0.0
DEN,PIR,0.0,2.0,0.0
DEN,PIT,0.0,2.0,0.0
DEN,PSC,0.0,2.0,0.0
DEN,PSP,0.0,2.0,0.0
DEN,PUB,0.0,2.0,0.0
DEN,PVR,0.0,2.0,0.0
DEN,RAP,0.0,2.0,0.0
DEN,RDM,0.0,2.0,0.0
DEN,RKS,0.0,2.0,0.0
DEN,RNO,0.0,2.0,0.0
DEN,RSW,0.0,2.0,0.0
DEN,SAF,0.0,2.0,0.0
DEN,SAN,0.0,2.0,0.0
DEN,SAT,0.0,2.0,0.0
DEN,SBA,0.0,2.0,0.0
DEN,SDF,0.0,2.0,0.0
DEN,SFO,0.0,2.0,0.0
DEN,SGF,0.0,2.0,0.0
DEN,SGU,0.0,2.0,0.0
DEN,SHV,0.0,2.0,0.0
DEN,SJC,0.0,2.0,0.0
DEN,SJD,0.0,2.0,0.0
DEN,SLC,0.0,2.0,2.0
DEN,SMF,0.0,2.0,0.0
DEN,SNA,0.0,2.0,0.0
DEN,STL,0.0,2.0,0.0
DEN,TPA,0.0,2.0,0.0
DEN,TUL,0.0,2.0,0.0
DEN,TUS,0.0,2.0,0.0
DEN,TYS,0.0,2.0,0.0
DEN,XNA,0.0,2.0,0.0
DEN,YEG,0.0,4.0,0.0
DEN,YMM,0.0,4.0,0.0
DEN,YQR,0.0,4.0,0.0
DEN,YUL,0.0,4.0,0.0
DEN,YVR,0.0,4.0,0.0
DEN,YWG,0.0,4.0,0.0
DEN,YXE,0.0,4.0,0.0
DEN,YYC,0.0,4.0,0.0
DEN,YYZ,0.0,4.0,0.0
DGO,IAH,0.0,2.0,0.0
DGO,LAX,0.0,2.0,0.0
DIB,DMU,0.0,2.0,0.0
DIR,JIB,0.0,2.0,0.0
DIR,JIJ,0.0,2.0,0.0
DIY,ESB,0.0,2.0,0.0
DIY,IST,0.0,2.0,0.0
DIY,SAW,0.0,2.0,0.0
DKR,IAD,0.0,4.0,0.0
DKR,IST,0.0,1.0,0.0
DKR,JNB,0.0,4.0,0.0
DKR,LIS,0.0,2.0,0.0
DLA,FIH,0.0,8.0,0.0
DLA,IST,0.0,2.0,0.0
DLA,LBV,0.0,3.0,0.0
DLA,LFW,0.0,2.0,0.0
DLA,NDJ,0.0,2.0,0.0
DLA,NSI,0.0,9.0,0.0
DLA,SSG,0.0,4.0,4.0
DLC,FUK,0.0,4.0,0.0
DLC,HFE,0.0,2.0,0.0
DLC,HIJ,0.0,4.0,0.0
DLC,HKG,0.0,2.0,0.0
DLC,HRB,0.0,4.0,0.0
DLC,NTG,0.0,4.0,0.0
DLC,WUX,0.0,4.0,0.0
DLH,ORD,0.0,2.0,0.0
DLM,IST,0.0,2.0,0.0
DLM,VIE,0.0,2.0,0.0
DME,GVA,0.0,2.0,0.0
DME,IAH,0.0,2.0,0.0
DME,KGS,0.0,2.0,0.0
DME,SIN,0.0,2.0,0.0
DME,ZRH,0.0,2.0,0.0
DMM,FRA,0.0,2.0,0.0
DMM,HBE,0.0,2.0,0.0
DMM,IST,0.0,2.0,2.0
DMM,KWI,0.0,2.0,8.0
DNK,IST,0.0,2.0,0.0
DNK,VIE,0.0,2.0,0.0
DNZ,IST,0.0,2.0,0.0
DOK,IST,0.0,2.0,0.0
DOK,MUC,0.0,2.0,0.0
DPS,HND,0.0,2.0,2.0
DPS,ICN,0.0,2.0,4.0
DPS,KIX,0.0,2.0,2.0
DPS,NRT,0.0,2.0,2.0
DPS,TPE,0.0,2.0,4.0
DRS,FRA,0.0,2.0,0.0
DRS,MUC,0.0,2.0,0.0
DRW,SIN,0.0,2.0,0.0
DSM,EWR,0.0,2.0,0.0
DSM,IAH,0.0,2.0,0.0
DSN,PEK,0.0,4.0,0.0
DSN,TYN,0.0,2.0,0.0
DTM,MUC,0.0,2.0,0.0
DTW,EWR,0.0,2.0,2.0
DTW,FRA,0.0,4.0,6.0
DTW,IAD,0.0,2.0,2.0
DTW,IAH,0.0,2.0,2.0
DTW,YYZ,0.0,4.0,3.0
DUB,EWR,0.0,4.0,0.0
DUB,FRA,0.0,2.0,0.0
DUB,IAD,0.0,2.0,0.0
DUB,IST,0.0,2.0,0.0
DUB,MUC,0.0,2.0,0.0
DUB,OSL,0.0,2.0,0.0
DUB,YYZ,0.0,2.0,0.0
DUB,ZRH,0.0,2.0,0.0
DUD,WLG,0.0,2.0,0.0
DUJ,FKL,0.0,2.0,0.0
DUR,DXB,0.0,2.0,0.0
DUR,ELS,0.0,2.0,0.0
DUR,GRJ,0.0,2.0,0.0
DUR,HRE,0.0,2.0,0.0
DUR,LUN,0.0,2.0,0.0
DUR,MPM,0.0,2.0,0.0
DUR,MQP,0.0,2.0,0.0
DUS,EWR,0.0,4.0,0.0
DUS,FCO,0.0,2.0,0.0
DUS,FRA,0.0,4.0,0.0
DUS,GLA,0.0,2.0,0.0
DUS,GOT,0.0,2.0,0.0
DUS,GRZ,0.0,4.0,0.0
DUS,HAM,0.0,2.0,0.0
DUS,HER,0.0,2.0,0.0
DUS,IST,0.0,2.0,0.0
DUS,KLX,0.0,2.0,0.0
DUS,LED,0.0,2.0,2.0
DUS,LIS,0.0,2.0,0.0
DUS,LNZ,0.0,4.0,0.0
DUS,MAN,0.0,2.0,0.0
DUS,MLA,0.0,2.0,0.0
DUS,MUC,0.0,2.0,0.0
DUS,NAP,0.0,2.0,0.0
DUS,NCE,0.0,2.0,0.0
DUS,NCL,0.0,2.0,0.0
DUS,NRT,0.0,4.0,0.0
DUS,OSL,0.0,4.0,0.0
DUS,OTP,0.0,2.0,0.0
DUS,PEK,0.0,4.0,0.0
DUS,SAW,0.0,2.0,0.0
DUS,SKG,0.0,4.0,0.0
DUS,SPU,0.0,4.0,0.0
DUS,TXL,0.0,2.0,0.0
DUS,VIE,0.0,4.0,0.0
DUS,VKO,0.0,2.0,0.0
DUS,VLC,0.0,2.0,0.0
DUS,WAW,0.0,4.0,0.0
DUS,ZRH,0.0,4.0,0.0
DVO,SIN,0.0,2.0,0.0
DXB,GOI,0.0,2.0,0.0
DXB,IAD,0.0,2.0,0.0
DXB,JNB,0.0,2.0,0.0
DXB,LIS,0.0,2.0,0.0
DXB,PEK,0.0,2.0,0.0
DXB,VIE,0.0,2.0,0.0
DYU,IST,0.0,2.0,0.0
EAU,ORD,0.0,2.0,0.0
EBB,IST,0.0,1.0,0.0
EBB,JNB,0.0,2.0,0.0
EBL,FRA,0.0,2.0,0.0
EBL,IST,0.0,2.0,0.0
EBL,VIE,0.0,2.0,0.0
ECN,ESB,0.0,2.0,0.0
ECN,IST,0.0,2.0,0.0
ECN,SAW,0.0,2.0,0.0
EDI,EWR,0.0,4.0,0.0
EDI,FRA,0.0,2.0,0.0
EDI,IST,0.0,2.0,0.0
EDI,OSL,0.0,2.0,0.0
EDI,SVG,0.0,2.0,0.0
ELH,FLL,0.0,2.0,0.0
ELH,PBI,0.0,2.0,0.0
ELM,ORD,0.0,2.0,0.0
ELP,IAH,0.0,2.0,0.0
ELQ,IST,0.0,2.0,0.0
ELS,JNB,0.0,2.0,0.0
ELS,PLZ,0.0,2.0,0.0
EOH,UIB,0.0,2.0,0.0
EPR,PER,0.0,2.0,0.0
ERC,ESB,0.0,2.0,0.0
ERC,IST,0.0,2.0,0.0
ERZ,ESB,0.0,2.0,0.0
ERZ,IST,0.0,2.0,0.0
ERZ,SAW,0.0,2.0,0.0
ESB,EZS,0.0,2.0,0.0
ESB,FRA,0.0,2.0,0.0
ESB,GNY,0.0,2.0,0.0
ESB,GZP,0.0,2.0,0.0
ESB,GZT,0.0,2.0,0.0
ESB,HTY,0.0,2.0,0.0
ESB,IGD,0.0,2.0,0.0
ESB,IST,0.0,2.0,0.0
ESB,KCM,0.0,2.0,0.0
ESB,KCO,0.0,2.0,0.0
ESB,KSY,0.0,2.0,0.0
ESB,MLX,0.0,2.0,0.0
ESB,MQM,0.0,2.0,0.0
ESB,MSR,0.0,2.0,0.0
ESB,MUC,0.0,2.0,0.0
ESB,SAW,0.0,2.0,0.0
ESB,TEQ,0.0,2.0,0.0
ESB,TZX,0.0,2.0,0.0
ESB,VAN,0.0,2.0,0.0
ESB,VIE,0.0,2.0,0.0
ESB,VKO,0.0,2.0,0.0
EUG,SFO,0.0,2.0,0.0
EVE,OSL,0.0,2.0,0.0
EVN,VIE,0.0,4.0,0.0
EVN,WAW,0.0,2.0,0.0
EWR,FCO,0.0,4.0,0.0
EWR,FLL,0.0,2.0,0.0
EWR,FRA,0.0,4.0,0.0
EWR,GCM,0.0,2.0,0.0
EWR,GLA,0.0,4.0,0.0
EWR,GRR,0.0,2.0,0.0
EWR,GRU,0.0,2.0,0.0
EWR,GSO,0.0,2.0,0.0
EWR,GSP,0.0,2.0,0.0
EWR,GUA,0.0,2.0,0.0
EWR,GVA,0.0,4.0,0.0
EWR,HAM,0.0,4.0,0.0
EWR,HNL,0.0,2.0,0.0
EWR,IAD,0.0,2.0,0.0
EWR,IAH,0.0,2.0,0.0
EWR,IND,0.0,2.0,0.0
EWR,ITH,0.0,2.0,0.0
EWR,JAX,0.0,2.0,0.0
EWR,LAS,0.0,2.0,0.0
EWR,LAX,0.0,2.0,0.0
EWR,LIM,0.0,2.0,0.0
EWR,LIR,0.0,2.0,0.0
EWR,LIS,0.0,4.0,0.0
EWR,MAD,0.0,4.0,0.0
EWR,MAN,0.0,4.0,0.0
EWR,MBJ,0.0,2.0,0.0
EWR,MCI,0.0,2.0,0.0
EWR,MCO,0.0,2.0,0.0
EWR,MEM,0.0,2.0,0.0
EWR,MEX,0.0,2.0,0.0
EWR,MHT,0.0,2.0,0.0
EWR,MKE,0.0,2.0,0.0
EWR,MSN,0.0,2.0,0.0
EWR,MSP,0.0,2.0,2.0
EWR,MSY,0.0,6.0,0.0
EWR,MUC,0.0,4.0,0.0
EWR,MXP,0.0,4.0,0.0
EWR,MYR,0.0,2.0,0.0
EWR,NAS,0.0,2.0,0.0
EWR,NRT,0.0,4.0,0.0
EWR,OKC,0.0,2.0,0.0
EWR,OMA,0.0,2.0,0.0
EWR,OPO,0.0,2.0,0.0
EWR,ORF,0.0,2.0,0.0
EWR,OSL,0.0,4.0,0.0
EWR,PBI,0.0,2.0,0.0
EWR,PDX,0.0,2.0,0.0
EWR,PEK,0.0,4.0,0.0
EWR,PIT,0.0,2.0,0.0
EWR,PLS,0.0,2.0,0.0
EWR,POP,0.0,2.0,0.0
EWR,POS,0.0,2.0,0.0
EWR,PTY,0.0,4.0,0.0
EWR,PUJ,0.0,2.0,0.0
EWR,PVD,0.0,2.0,0.0
EWR,PVG,0.0,4.0,0.0
EWR,PVR,0.0,2.0,0.0
EWR,PWM,0.0,1.0,0.0
EWR,RDU,0.0,2.0,0.0
EWR,RIC,0.0,2.0,0.0
EWR,ROC,0.0,2.0,0.0
EWR,RSW,0.0,2.0,0.0
EWR,SAL,0.0,4.0,0.0
EWR,SAN,0.0,2.0,0.0
EWR,SAP,0.0,2.0,0.0
EWR,SAT,0.0,2.0,0.0
EWR,SAV,0.0,2.0,0.0
EWR,SDF,0.0,2.0,0.0
EWR,SDQ,0.0,2.0,0.0
EWR,SFO,0.0,2.0,0.0
EWR,SJD,0.0,2.0,0.0
EWR,SJO,0.0,2.0,0.0
EWR,SJU,0.0,2.0,0.0
EWR,SNA,0.0,2.0,0.0
EWR,SNN,0.0,4.0,0.0
EWR,STL,0.0,2.0,0.0
EWR,STR,0.0,4.0,0.0
EWR,STT,0.0,2.0,0.0
EWR,SXM,0.0,2.0,0.0
EWR,SYR,0.0,2.0,0.0
EWR,TLV,0.0,2.0,0.0
EWR,TPA,0.0,2.0,0.0
EWR,TUL,0.0,2.0,0.0
EWR,TXL,0.0,4.0,0.0
EWR,TYS,0.0,2.0,0.0
EWR,UVF,0.0,2.0,0.0
EWR,XNA,0.0,2.0,0.0
EWR,YEG,0.0,4.0,0.0
EWR,YHZ,0.0,2.0,0.0
EWR,YOW,0.0,2.0,0.0
EWR,YQB,0.0,2.0,0.0
EWR,YQM,0.0,2.0,0.0
EWR,YUL,0.0,4.0,0.0
EWR,YVR,0.0,6.0,0.0
EWR,YYC,0.0,2.0,0.0
EWR,YYT,0.0,2.0,0.0
EWR,YYZ,0.0,4.0,0.0
EWR,ZRH,0.0,4.0,0.0
EYW,FLL,0.0,2.0,0.0
EYW,RSW,0.0,2.0,0.0
EYW,TPA,0.0,2.0,0.0
EZE,FRA,0.0,2.0,0.0
EZE,IAH,0.0,2.0,0.0
EZE,LIM,0.0,2.0,2.0
EZE,PTY,0.0,2.0,0.0
EZE,SCL,0.0,2.0,4.0
EZS,IST,0.0,2.0,0.0
EZS,SAW,0.0,2.0,0.0
FAO,FRA,0.0,4.0,0.0
FAO,LIS,0.0,2.0,0.0
FAO,MUC,0.0,4.0,0.0
FAT,LAS,0.0,2.0,0.0
FAT,SFO,0.0,2.0,0.0
FAY,IAD,0.0,2.0,0.0
FBM,JNB,0.0,2.0,0.0
FBM,NLA,0.0,1.0,4.0
FCO,FRA,0.0,2.0,2.0
FCO,GVA,0.0,2.0,2.0
FCO,IAD,0.0,2.0,0.0
FCO,IST,0.0,2.0,2.0
FCO,LIS,0.0,2.0,2.0
FCO,MUC,0.0,2.0,2.0
FCO,MXP,0.0,2.0,3.0
FCO,OPO,0.0,2.0,2.0
FCO,OSL,0.0,2.0,0.0
FCO,PEK,0.0,2.0,0.0
FCO,SIN,0.0,2.0,0.0
FCO,SPU,0.0,2.0,0.0
FCO,VIE,0.0,2.0,2.0
FCO,YYZ,0.0,4.0,4.0
FCO,ZRH,0.0,2.0,2.0
FDF,YUL,0.0,2.0,0.0
FDH,FRA,0.0,2.0,0.0
FDH,IST,0.0,2.0,0.0
FIH,IST,0.0,2.0,0.0
FIH,JNB,0.0,2.0,0.0
FIH,LBV,0.0,2.0,0.0
FKS,ITM,0.0,2.0,0.0
FLL,FPO,0.0,2.0,0.0
FLL,GGT,0.0,2.0,0.0
FLL,GHB,0.0,2.0,0.0
FLL,IAD,0.0,2.0,0.0
FLL,IAH,0.0,2.0,0.0
FLL,MCO,0.0,2.0,0.0
FLL,MHH,0.0,2.0,0.0
FLL,SFO,0.0,2.0,0.0
FLL,TCB,0.0,2.0,0.0
FLL,TPA,0.0,2.0,0.0
FLL,YUL,0.0,2.0,0.0
FLL,YYZ,0.0,2.0,2.0
FLR,FRA,0.0,2.0,0.0
FLR,MUC,0.0,2.0,0.0
FLR,ZRH,0.0,2.0,0.0
FMN,SOW,0.0,2.0,0.0
FMO,FRA,0.0,2.0,0.0
FMO,MUC,0.0,2.0,0.0
FNA,MLW,0.0,2.0,0.0
FNC,LGW,0.0,2.0,0.0
FNC,LIS,0.0,2.0,0.0
FNC,OPO,0.0,2.0,0.0
FNC,PDL,0.0,2.0,0.0
FNC,VIE,0.0,4.0,0.0
FNC,ZRH,0.0,2.0,0.0
FNJ,PEK,0.0,2.0,0.0
FOC,JDZ,0.0,4.0,0.0
FOC,KIX,0.0,4.0,0.0
FOC,WUX,0.0,4.0,0.0
FOE,ORD,0.0,2.0,0.0
FOR,LIS,0.0,2.0,0.0
FRA,GDN,0.0,4.0,0.0
FRA,GOJ,0.0,2.0,0.0
FRA,GOT,0.0,6.0,0.0
FRA,GRZ,0.0,4.0,0.0
FRA,GVA,0.0,6.0,0.0
FRA,GWT,0.0,2.0,0.0
FRA,GYD,0.0,4.0,0.0
FRA,HAJ,0.0,2.0,0.0
FRA,HAM,0.0,2.0,0.0
FRA,HER,0.0,4.0,0.0
FRA,HND,0.0,4.0,0.0
FRA,IAD,0.0,4.0,0.0
FRA,IAH,0.0,4.0,0.0
FRA,IBZ,0.0,2.0,0.0
FRA,ICN,0.0,4.0,2.0
FRA,IKA,0.0,2.0,0.0
FRA,INN,0.0,4.0,0.0
FRA,IST,0.0,4.0,0.0
FRA,JED,0.0,10.0,2.0
FRA,JFK,0.0,8.0,6.0
FRA,JNB,0.0,4.0,0.0
FRA,KBP,0.0,2.0,0.0
FRA,KIX,0.0,4.0,0.0
FRA,KRK,0.0,4.0,0.0
FRA,KTW,0.0,4.0,0.0
FRA,KUF,0.0,2.0,0.0
FRA,KWI,0.0,2.0,0.0
FRA,LAD,0.0,2.0,0.0
FRA,LAX,0.0,4.0,0.0
FRA,LCA,0.0,4.0,0.0
FRA,LED,0.0,2.0,2.0
FRA,LEJ,0.0,2.0,0.0
FRA,LIN,0.0,4.0,2.0
FRA,LIS,0.0,6.0,0.0
FRA,LJU,0.0,4.0,0.0
FRA,LNZ,0.0,4.0,0.0
FRA,LOS,0.0,6.0,0.0
FRA,LYS,0.0,5.0,0.0
FRA,MAA,0.0,4.0,0.0
FRA,MAN,0.0,2.0,0.0
FRA,MCO,0.0,4.0,0.0
FRA,MEX,0.0,2.0,0.0
FRA,MIA,0.0,4.0,0.0
FRA,MLA,0.0,2.0,0.0
FRA,MPL,0.0,2.0,0.0
FRA,MRS,0.0,4.0,0.0
FRA,MSQ,0.0,2.0,0.0
FRA,MUC,0.0,4.0,0.0
FRA,MXP,0.0,4.0,0.0
FRA,NAP,0.0,4.0,0.0
FRA,NCE,0.0,2.0,0.0
FRA,NGO,0.0,4.0,0.0
FRA,NKG,0.0,4.0,0.0
FRA,NUE,0.0,2.0,0.0
FRA,OLB,0.0,2.0,0.0
FRA,OPO,0.0,4.0,0.0
FRA,ORD,0.0,4.0,0.0
FRA,OSL,0.0,6.0,0.0
FRA,OTP,0.0,4.0,2.0
FRA,PEK,0.0,4.0,0.0
FRA,PMI,0.0,2.0,0.0
FRA,PMO,0.0,2.0,0.0
FRA,PNQ,0.0,2.0,0.0
FRA,POZ,0.0,4.0,0.0
FRA,PRG,0.0,4.0,2.0
FRA,PRN,0.0,4.0,0.0
FRA,PUY,0.0,3.0,0.0
FRA,PVG,0.0,4.0,2.0
FRA,RIX,0.0,2.0,0.0
FRA,RUH,0.0,2.0,2.0
FRA,RZE,0.0,2.0,0.0
FRA,SAW,0.0,2.0,0.0
FRA,SEA,0.0,4.0,0.0
FRA,SFO,0.0,6.0,0.0
FRA,SHE,0.0,4.0,0.0
FRA,SIN,0.0,4.0,0.0
FRA,SKG,0.0,4.0,0.0
FRA,SOF,0.0,3.0,0.0
FRA,SPU,0.0,4.0,0.0
FRA,STR,0.0,2.0,0.0
FRA,SVG,0.0,4.0,0.0
FRA,SZG,0.0,4.0,0.0
FRA,TIA,0.0,2.0,0.0
FRA,TLL,0.0,2.0,0.0
FRA,TLS,0.0,4.0,0.0
FRA,TLV,0.0,2.0,0.0
